id,response
STDT 8045," The human weight on the moon is less than it would be on earth, due to how different the strength of gravity on the moon. The moon's gravitation force is caused by the mass and the size of the moon. This means that if an astronaut went to the moon, he would weigh less. Even though your mass would be the same as it would on earth. "
STDT 4043, weight depends on gravity and mass and the gravity is different on the earth because it pulls you down and the gravity on the moon pulls you up 
STDT 8050,       The gravity on the moon is less than the gravity on Earth.  That is why an astronaut weighs less on the moon.  The mass stays the same. 
STDT 8052, It is deffrent on the moon than on earth because of the mass and grafitational pull. 
STDT 8056, Well moons gravity is less then earths so it would affect your weight and your weight will decrease on the moon. 
STDT 8060, an astronauts wight is different on th moon because it is in space but because it is a small planet you can still jump on it. on earth we have gravity so we wont float like we do in space. 
STDT 8063," The reason why I think an astronaut's weight is different on the moon than on the Earth is because on the moon there is less gravity than on the Earth, because if you jump on the moon you will jump higher than you would on Earth and if you throw a ball up it will take a while for it to come back down. "
STDT 8064, An astronauts weight is different on the moon then on Earth becsue there is no gravity in space. 
STDT 8066," An astronaut's weight is different on the moon because there is less gravity on the moon, which leads to there not being enough pull to give much weight to the astronaut, unlike on earth where you have gravity to keep you on the ground, making you heavier, as all your mass if now holding you down.  "
STDT 8070, Since the moon is smaller compared  to earth the moon's gravitational pull is weaker than earth's gravitational pull. the moon's gravity level makes your weight lighter. On the moon your weight would be probably 16.5% you would experience on earth.
STDT 8072, The wight would decrease because there is more gravity on the moon then earth. 
STDT 8074," The earth's Moon has considerably less mass than the earth itself. Not only is the moon smaller than the earth, but it is only about 60 percent as dense as the earth. The gravitational attraction on the moon is much less than it is here on earth. "
STDT 8075," On earth you will probably weight more than in the moon. Why well its most likely that for example here you weight 134 and in the moon you will probably weight half your normal weight, because of the amount of gravitational pull here there is more pull than on the moon. On the moon everything is floating around !"
STDT 8079,A astronauts weight on the Moon is lees than it is on Earth because of the gravity on the moon being less than on Earth. The gravity on the moon is less than it is on Earth because of it's size. If it was bigger you would either way the same or more.
STDT 8082," The Earth is much more massive than the moon, so the astronaut's weight would be greater .Since the Moon is smaller than Earth, it has a weaker gravitational pull. In fact, the Moon only has 1/6 the gravity that Earth does. Because the  moon  is smaller  than  the  Earth  and about 60 percent as dense, the  astronaut's weight  is only about one-sixth  of  what it would be on. "
STDT 8083, because the gravitational force on the moon is less then on earth.
STDT 8084," Because of gravity,since earth's gravity is stronger than the moon's gravity, that means that there's more gravitational force pulling them to the ground, while since the moon has less gravitational force, that means that there is less of a pull compared to earth. "
STDT 8088, Their weight is different on the moon because there is no gravitational pull on there as there is when you are on Earth due to the mass and gravity pull on them.  
STDT 8089," For us our weight on the Moon is less than it would be on earth due to a difference of the strength of gravity on the moon. The moon's gravitation force is determined by the mass and the size of the moon. This means that if you went to the moon you weigh less, even though your mass stays the same. "
STDT 8090, The reason why the astronaut's weight is different on the moon than on the earth is because the moon has less mass than the earth. So the less mass means we can float and the more mass keeps us grounded.  
STDT 8096, An astronaut's weight is different on the moon than on Earth because on the moon there is less gravitational pull on the than on Earth therefore the astronaut weighs less on the moon then on Earth also the moon has less mass than  Earth. 
STDT 8099, Since weight is the force of gravity on an object  the weight of an object increases  with more gravity and decreases in a place with less.   
STDT 8102,the gravity affect  in weight    the gravity in the earth greater than the gravity  in the moon  
STDT 8104," because of gravity and mass, so your weight will change.  "
STDT 2967, The astronauts weight changes because weight depends on gravity and in space there's no gravity so it changes when they are in space and on earth because there's gravity and no gravity in space.
STDT 4099,The astronaut's weight would change considering there is 0 gravity on the moon. With that being said the astronaut would be way lighter on the moon than he would be on the earth.
STDT 8109," The earth has more mass than the moon, so the moon will have less gravity than earth. "
STDT 4111, The astronaut's weight is different because in space on the moon there is less gravity then on earth. 
STDT 8111, Weight is a measure of force. Your weight would decrease by a lot if there was no gravity. Weight is the force of gravity in an object. 
STDT 8112," It is different because, if the gravity force is strong you weigh a lot, if it's not that strong you, weigh less. "
STDT 8113, An astronaut's weight on the moon is different than it's weight on earth because the earth has more mass than the moon.  
STDT 8115, Because the moon is smaller than the earth so it has less gravitational pull 
STDT 8120," the moon has less mass, meaning its pull on you is less. "
STDT 8121, Because gravity is different on the moon than on earth and that will make your weight change. Another reason is your weight will change depending on where you are.  
STDT 8125, The reason the astronauts weight changes is because the moon has less gravity than the gravity on earth. 
STDT 8129,An astronaut's weight is different in on the moon  than on earth because there is gravity on earth and there is no gravity on the moon for example if you went to go weigh  yourself while floating the scale would probably say your 0 pounds this is because your are not standing on the scale. So your not putting weight or mass on the scale because your floating same thing in space. Another Reason is that on earth gravity is pushing you down onto  the ground but in space there is no gravity which means your weight is less
STDT 8132, Because the moons gravitational pull isn't as strong as the gravity from earth. 
STDT 8133, An astronauts weight is different on the moon then it is on Earth because the gravidity is much less than here on earth and if a person was on the moon they would weigh less than a person on earth would. The gravitational attraction is much less on the moon than it is in earth. 
STDT 8137,"The mass is different, our weight on the moon is less than it would be on Earth. This is because the strength of gravity on the moon. Your mass would stay the same on Earth and the moon but not your weight because of the gravitation force. "
STDT 8138," An astronaut's weight is different on the moon than on earth because the moon has less mass than the earth, which means there is less gravity.  "
STDT 8143, The reason why an astronaut's weight is different on the moon than it is on Earth is because of gravity. The more gravity there is the more you weigh. Then the less gravity there is the less you weigh. 
STDT 8144," Astronaut's weight is different on the moon than it is on earth because the gravitational field strength is much less. For example, on the moon astronauts can jump higher and leap farther than on earth you can't jump as high.The weight of an object increases in a location with more gravity and decreases in a place with less gravity. "
STDT 8145," The astronaut is lighter in space because there is less gravity in space than on earth. the earth has a bigger mass hence, it has more gravity.  "
STDT 8147, An astronaut's weight would be less on the moon than on Earth because the gravitational force is less. Because the moon has less mass than Earth.  
STDT 8150, because the moon has less of a gravitational pull than earth 
STDT 8161,"  If you went to the moon you would weigh less, even though your mass stays the same. "
STDT 8162," On earth there is more gravity than on the moon, so the astronauts weight changes because weight changes depending on how much gravity the location you are in has. "
STDT 8164,"The astronaut's weigh on the moon is less than it would be on earth due to a difference of the strength of gravity on the moon. The moon's gravitation force is determined by the mass and the size of the moon. This means that if the astronaut went to the moon it would weigh less, even though it's mass stays the same. "
STDT 8165, It decreases because there is less gravity in the moon .
STDT 8168, An astronaut's weight is different on the moon because the moon has less gravity than the Earth. 
STDT 8171," Since the moon is a small planet and everything surrounding them is gravity the astrounat will have less pounds then on earth since earth is a big planet and it is perfect for life, the astrounat has more pounds. "
STDT 8173, the moon is smaller than the so the earth has a 60 percent dense than the moon dose. 
STDT 8176, Because the moons gravity does not pull you down  as hard as the earths gravity you weigh less. 
STDT 8180," The earth has more force (Luke, use the Gravitational Force) than the moon, so with the extra force on Earth, it has more pull on things and makes them heavier, while the moon has less pull and makes them lighter. "
STDT 8184," It's Different because there's no gravity on the moon, so lbs would turn into kg. "
STDT 8185, There is less gravitational force on the moon than there is on Earth.  The gravity on Earth is stronger than on the moon. 
STDT 8186,On Earth you have gravity and on the Moon you have less gravity. 
STDT 8206," The reason why an astronaut's weight would be different on the moon than on earth is because the moon's mass is less than earth's mass, so that means the gravity on the moon is lower which is why you would weigh less. "
STDT 6463," Yes, their weight and mass changed because the Moon does not have the same amount of mass as the Earth. Therefore, making the gravitational pull between them  less than what it would be on the moon. "
STDT 8207, the gavitational force is different 
STDT 8208, Its different because the gravity on the moon is less than it is on earth. 
STDT 8209, The astronunaut will weigh more on the earth because it has more mass and he will weigh less  on the moon because there is less mass. The moon is smaller.
STDT 8213," The weight of an object decreases on the moon because theres no gravity, and will increase on earth because of gravity. "
STDT 8215, Astronauts weight less on the moon is because there is a much less gravitational  pull  on earth there is a lot and your feet are pulling you down 
STDT 8219, It is different because the moon is so far away.  
STDT 8221, Astronauts weigh more on earth because there is more gravity than on the Moon. They weigh less on the Moon because there is less gravity than on Earth. 
STDT 8222," The astronaut's weight is different on the Moon than it is on Earth because there is less gravity on the Moon than there is on Earth. The more gravity, the weight of the astronaut will increase, and the less gravity the weight of the astronaut will decrease. "
STDT 8223, There weight is different because the moon is smaller than the earth so the moon has less gravity which makes you lighter but your mass stays the same
STDT 8225," The gravity of space,affects the human making them weight less and being able to jump high because of the gravity."
STDT 8229, The further you get from the earth the less gravitation force you have. 
STDT 8233, The astronaut weight will be different on the moon than the earth because there is less gravity on the moon.
STDT 8242," because there would be less gravity pulling down on you. Therefore, you would weigh less. "
STDT 8243," You weigh less because on the moon there is less gravity than on Earth. The moon is smaller, so it has less gravitational force pushing the astronaut down. "
STDT 8244, because the gravity is different on the moan  .     
STDT 8251,Because of the pull...mass...and weight
STDT 8252,An astronauts weight is different in the moon because depending on the location even if weight different we still have the same mas as earth location is only what matters.
STDT 8254, the moon has less gravity than the earth 
STDT 8256," The astronaut's weight changes when he goes to the moon because weight measures the gravity on an object with mass.  The less gravity there is, the less the object weighs.  There is a lot less gravity on the moon, so the astronaut's weight decreases. "
STDT 8258, because you weigh six times less on the moon than you do on earth. 
STDT 8259, Because there is less gravity on the moon than there is on Earth. 
STDT 8261, The weight of an object increases depending on the amount of gravity. And decreases where there is little gravity. The astronaut's weight decreases on the moon. 
STDT 1712," The astronaut weighs less on the moon than on earth, because on the moon there is less gravitational force. "
STDT 8265," On earth there is  a certain amount of gravity and when you're on the moon there is no gravity, so they weigh almost nothing.  "
STDT 8267, An astronaut weight is different on the Moon because there is less gravity on the Moon than on Earth.
STDT 8270," The moon's gravity is less than Earth's. So an astronaut weighs less on the moon than on Earth, but his or her mass remains the same. Also, on earth we have gravity so we can walk without floating. On the moon we have no gravity so we can float everywhere."
STDT 8273, The reason why is because anything on the moon is less weight . 
STDT 8276," Our weight on the moon is less than it would be on earth due to a difference on the strength of gravity on the moon.The moon's gravitation force is determained by the mass and the size of the moon.This means that if went to the moon,you would weigh less,even though your mass would stay the same. "
STDT 8277," On Earth, there is more gravity, resulting in an astronauts weight being heavier, while on the moon, there's less gravity, so the astronaut weighs less "
STDT 8278," Earth has more gravity than the moon, so you have less weight on the moon but still have the same mass. "
STDT 8279," Weight is defined by overall fore pushing down on an object because of gravity and how much mass it has. Because of the fact there is less gravity on the moon than earth, you will weigh less on the moon than on earth.   "
STDT 8280," it is very different when an astronaut is on earth than in space because the weight is different because there is gravity on earth, but on the moon there is no gravity. So it makes the weight of the person or the astronaut weaker"
STDT 8286," An astronaut´s weight is different on the moon than it is on Earth because how weight depends on mass and gravity, the weight of an object increases with the location of        more gravity, and decreases with less gravity."
STDT 8287," An astronaut's weight is different on the moon than it is on Earth because on the moon, the Gravity is low but on earth its normal. "
STDT 8291, It is different because an object increases in an location with more gravity and decreases in a place with less gravity.
STDT 8292, It is different because everything is light on the moon.ðŸ˜Ž 
STDT 559," An astronaut's weight is different in space because without any gravity, you'd have no weight at all. After all, your weight is basically gravity pulling you down more. "
STDT 8295, The earth's gravity is much stronger than the moon's gravity. Weight is determined by mass and gravity. 
STDT 567, A large object and a small object combined will have more than two small object combied. 
STDT 8298,An astronauts weight is different in the moon because the too objects that are bigger and smaller proportion their mass so a large object and a small object  combined will have more pull than two small object combined. 
STDT 8301, An astronauts weight is different because the gravity is different on the moon as opposed to the earth 
STDT 8302, Astronauts weight is different on the moon because there is no gravity on the moon. 
STDT 8306," Some planets (or other surfaces) have different gravity depending on the size of the planet, so on Jupiter I can easily imagine you would be glued to the ground. :) "
STDT 8307, On the moon the gravitational pull is much weaker than Earth. 
STDT 8308," The moon's gravitation force is determined by the mass and the size of the moon.  Since the moon has significantly less mass than the Earth, it will not pull objects toward itself at the strength that Earth will . This means that if you went to the moon you would weigh less, even though your mass stays the same! "
STDT 8309," An astronaut's weight is different on the moon than on Earth because on Earth, his or hers mass is weighed in pounds, but on the moon, it is weighed in kilograms or newtons. For example, let's say the astronaut weighs 155 pounds (70.31 kg). On the moon, he or she would weigh 70.31 kilograms. It is like this because gravity changes your weight. You would not look different from what you look like, you would just weigh differently.    "
STDT 8310," Astronauts weight changes by how much gravitational force is in there location. For example the Earth has a lot of gravitational force so an astronauts weight is higher than it would be on the moon, and the mass would be lower."
STDT 8311," The astronaut's weight is different on earth than on the moon because, on Earth the gravitational pull is stronger than on the moon and weight is how much you are being pulled to the ground by gravitational pull so on the moon you will weigh less than on earth. "
STDT 8312, The astronaut's weight is lower because of the moon having less mass then the earth. 
STDT 8318, If I were an astronaut on another planet that is smaller in mass than the Earth I would weigh less because weight is determined by the force of gravity on an object. Gravity is determined by the mass of an object and a planet smaller than earth with less mass would have less gravity. 
STDT 8323,There is no gravity to pull the weight
STDT 8325, When an astronaut is on earth he/she/they would gain more weight because of the pull of gravity from a big planet.  
STDT 4353, A weaker gravity pull. The moon's gravity is different than the earth's gravitational pull. 
STDT 8327, our weight on the moon is less than our weight on the earth because theres less gravatational pull. 
STDT 8330, There is no gravity on the moon.  
STDT 8332," Astronaut's weight on the moon is less than it would be on Earth due to gravity on the moon. The moon's gravitation force is determined by the mass and the size of the moon. This means that if you went to the moon you would weigh less, even though your mass stays the same! "
STDT 8333, The difference is that my weight will be different but my mass will stay the same. 
STDT 8335, The weight is different on the moon than it is on Earth because the gravitational pull on the moon is much weaker than here on Earth. On the moon the astronaut is lighter.  
STDT 8338, Distance stays the same. So it is not a factor. Since the moon has smaller mass an astronaut's weight will be much less. 
STDT 8340,An astronaut weight is different on the moon than on Earth because the gravitational  force is greater on Earth than on the moon.  
STDT 8463," The Earth has more gravity than the moon, and weight is based off the force of gravity, so if the astronaut going to space weighed 130lbs on earth, they would weigh less on the moon because the moon has less gravity than the earth does. "
STDT 8464, because of gravity. 
STDT 8466, the astronaut will weight differently on the moon because the moon has no gravity and has a less mass and it affects the weight of the astronaut 
STDT 8471,An astronaut's weight is different on the moon than on Earth because the moon is smaller than the Earth. The astronaut would weigh less on the moon because the moon is smaller and more on the Earth because the Earth is larger. The larger the planet the more a person weighs. The smaller the planet the less gravitational pull that it has. 
STDT 8474," The Earth has more mass than the Moon, which means it also has more gravity than the Moon. Because a person's weight is determined by gravitational force, a person would weigh more on Earth than on the Moon, but their mass would remain the same. "
STDT 8475," The reason why an astronaut's weight is different than it is on the moon than it is on the earth is because weight is a measure of force. On earth, your mass is measured in three categories, those being: kilograms, pounds and newtons. Weight can change by location, and in this case our location is the moon. for the astronauts weight on earth, let's say they weigh about 180 pounds on earth , they would weigh 30 pounds on the moon! This is because of the weight of the object That is the moon, in this case, has leg weight so with that, the gravity decreases because of it. that why the astronaut's weight is different from earth then on the moon.  "
STDT 8484," The earth is a lot stronger than gravity, whereas the moon is not. So we are lighter on the moon due to gravity pulling on the moon whenever we are on it. And so that makes the gravity weaker. "
STDT 8487, an astronaut's weight is different because there is no gravity on the moon and there is gravity on earth 
STDT 8489,in space there is not as much gravity as earth so the way it inpacks is how much you weigh so you can weigh 300 pounds on earth but when you get to moon you can weigh 150. 
STDT 8490, The moon is smaller than earth so it has a smaller gravitational pull so you weigh less. 
STDT 8491, I think it's mostly gravity but it could be mass because the astronauts weight changes a lot when there on the moon
STDT 8495, Since the moon is smaller than the earth it has a weaker gravitational pull the moon only has about 1/4 the gravity that earth does that mean you can weigh six timeless on the moon than you do on earth  
STDT 8497, an astronauts weight is different on the moon than on the earth because on the earth theres less gravity so you weight heavier than when your on  the moon  the gravity  increases so you weight lighter. 
STDT 8499," Because the weight is a measure of force, it requires an object to have both mass and gravity.Also, a person weighs less on the moon. "
STDT 7606, An astronaut would weigh less on the moon but on earth he would weigh more because of gravity. 
STDT 2980," An astronaut's weight is different on the moon than it is on Earth, because weight is the force of gravity on an object. So, on Earth with more gravity the weight of the astronaut increases but on the moon since there's less gravity the weight of the astronaut decreases. "
STDT 8503," The moon's gravity is less than on earth, An astronaut weighs less on the moon than on earth because his weight decreases because there is no gravitational pull. "
STDT 8505, They measure weight in kilograms and there is no gravitational pull making the seem lighter than the actually are. 
STDT 8506, An Astronaut's weight is different on the moon than it is on the Earth because of the strength of gravity.  The gravity on the moon is determined by mass which is much lower. 
STDT 8510, The astronaut on the moon has less gravitational force than on earth so that means his weight will be lighter on the moon and heavier on earth. 
STDT 8515, the surface gravity of an astronaut or other objects is the gravitational acceleration experienced at its surface.
STDT 8518," An astronaut's weight is different on the moon than on Earth because the moon is smaller than Earth. Therefore, the gravitational force is less on the moon. Additionally the moon has less mass than Earth, so the gravity on the moon is less than on Earth. "
STDT 8523," Weight is a measure of force that needs mass and gravity.The moon does not have  as much gravity as earth so you will weight but will be lighter than on earth.An example is, on earth you would weigh 175 lbs on the moon you would weigh 29 lbs."
STDT 8525, Astronaut's weight is different on the moon than it is on the earth is because the gravity is different. 
STDT 8526, The astronaut's weight is less on the moon because there is less gravity on the moon than on earth.  
STDT 8527, There is less gravity on the moon than on Earth. You may weight more on earth than you would on the moon. 
STDT 8528," ""‹""‹""‹""‹""‹""‹The gravity affects their weight on the moon because there is a less gravitational pull than on Earth. "
STDT 8530," It would affect my weight because weight is measured by force. Weight is the force of gravity. So the more something.  Gravity the more a person will weigh. As an astronaut, I will weigh less because it is on a planet with a larger mass than the earth . "
STDT 8532," The reason why the weight is different on the moon is because the moon has 0 gravity, unlike the earth which has gravity.   "
STDT 8540," the mass of an astronauts changes when they are on the moon because their is no gravity ,rather than on earth their is gravity that effects the mass on the astronaut"
STDT 8541," A n astronaut's weight is different on the moon than it is on Earth, because the moon is smaller which means that the gravitational force is less. That's why the  astronaut's weight is different on the moon. "
STDT 8545, The astronaut's weight is different on the moon than then earth because earth has gravity but the moon does not. 
STDT 8547, there weight is different because in space it is zero gravity so they weight less but in earth there is gravity so you weight more
STDT 8548,On Earth there  is more  gravity so you will weigh more than on the moon where  there is less gravity. 
STDT 8549," Since the earth has more gravity than the moon, it has a bigger gravitational pull, causing their weight to increase. But, their mass would stay the same and they would weigh less on the moon. "
STDT 8550, The weight is different because the gravity on the moon is different then the one on earth.
STDT 8552, Its because weight is a measure of force it has to have an object to have both mass and gravity. 
STDT 8553, Weight increases in places with more gravity and decreases in places with less gravity. 
STDT 8559, A astronaut weight is different on the moon because in the earth we have gravity pullings us and the astronaut weight does not have gravity so they just float around.
STDT 8563, The weight of an astronaut is different on Earth then it is on the moon because the weight of a object increases were there is more gravity and decreases in a place with less gravity and because the moon has less gravity the astronanut weights less. The Earth has more gravity so on Earth the astronaut weight more.
STDT 8565,Because there is not a lot of gravity on the moon the weight of the object or person drops.
STDT 8567, In space it no gravity but on earth we got gravity. 
STDT 8571," Because the earth has more mass than the moon, therefore you have less weight on the moon than on earth. "
STDT 8574,it is different because there is less gravitational pull in space than on earth so that is why you weigh less in space than on earth.
STDT 8577, Because they depend on the gravity & the mass.
STDT 8580, the gravitational pull on the moon is not as strong as on the earth.
STDT 8581, The reason astronauts weigh more here than on the moon is because the moon's gravitation is weaker than here on Earth. 
STDT 8584, The astronaut's weight is different on the moon than on the earth because there is less gravitational pull. 
STDT 8585," Astronaut's weight is different on earth because astronaut have gravity pulling on them so place that have more gravity pulling on them, they have more weight, but place like moons' astronaut have less weight. "
STDT 8586," On the Moon, there is less gravity, which means the lower gravity you have, the lower weight you have on the moon.  "
STDT 8587," Since the moon has less mass than Earth, it will not pull objects towards itself at the strength that Earth will. The moon doesn't have the gravity the Earth does. "
STDT 8590, An astronaut's weight is different on the moon than on the Earth because the moon is smaller than the Earth and so the gravitational force on the moon is not as strong as it is on Earth. 
STDT 8592, An astronauts weight on the moon would be different because the moon has less gravity than the earth. 
STDT 8595, Because there's less gravity on the moon than earth
STDT 8599, On the moon you weigh less since the moon has less of a gravitational pull than Earth does   
STDT 8601," Your weight on the Moon is lower than your weight on Earth, because the moon has less gravity. The more gravity there is in a surrounding, the more you weigh because of gravity's pull. Even though your weight is different on planets other than Earth, you're mass stays the same. "
STDT 901," The moon has a different location than the earth, on the moon, an astronaut is weighed by mass and on earth, an astronaut is weighed by lbs and mass. The earth has a greater gravitational force. The moon's distance is farther away from the gravitational force.  "
STDT 8606, on earth an astronaut may weigh 120 lbs on the moon the same astronaut might weigh 20 lbs because of the mass and size  of the moon that means if you went to the moon you would weigh less even though your mass would stay the same. 
STDT 4684," An astronaut's weight will be different on the moon because there is no gravity and on earth the gravitational force is different, so you will weigh more on earth than on the moon. "
STDT 8619," The astronaut's weight is different on the moon than the earth because. The weight and the force, it weights lesser on the moon than the earth, that's why we can't jump high on the earth, cause of the weight and the force keeping us to stay on the ground. "
STDT 8626, The weight is lower on the moon because it has a lower gravitational pull. 
STDT 8631, becase on the moon it has less gravity and on eath has more gravity 
STDT 937, Because the Earth contains more mass than the moon and also has a greater gravitational force. This means the Astronaut weighs less on the moon than when he is on Earth. 
STDT 8633, A human need's mass and gravity because weight depends on it. 
STDT 8639," An astronaut's wight would be different on the moon than on the Earth because the moon has less mass than the Earth, therefore it has less gravity and the astronaut would weigh less."
STDT 8640,"On earth there is gravity, In the moon there is less gravity. That means that in earth we will weight more because there is more gravity than in the moon."
STDT 8641, An astronaut weighs less on the moon  than on earth because the moon has no gravity like earth  
STDT 8643, A astronuat has very little gravity on the moon   
STDT 8648, When astronauts are on the moon their weight decrease to 0 and the mass stays the same. Weight increases with places with more gravity and decrease in places with less. 
STDT 8651," An astronaut's weight is different on the moon because, there is less gravity on the moon than on earth. Which in effect causes his/her body weight to change. "
STDT 8653, Because there is less gravity on the moon than on earth. 
STDT 8657," Well this one is obvious, an astronauts weight is different on the moon than it is on the Earth because of gravity. "
STDT 8658," The weight would be different because of the less gravitational pull, making weight seem lighter than on earth where the gravitational pull is stronger. "
STDT 8661," Earth's gravitational pull is much stronger than the moon's. So, we weigh less on the moon than we would on Earth. "
STDT 8663, the weight changes because of how much mass the moon has compared to the earth. so the moon has less mass and gravity because it is smaller and the earth has more mass and gravity because it is bigger.  
STDT 8664, The weight of an astronaut will change on the moon getting lighter because there is less gravity on the moon than on Earth.Weight is affected by gravity. 
STDT 8666, the gravitational pull isn't as strong on the moon there for you weigh less but your mass is the same 
STDT 8670," An astronaut's weight is different on the moon than it is on Earth because of this. Weight is the force of gravity on an object. The weight of an object increases in a location with more gravity and decreases in a place with less. The moon's gravity is less than Earth's. So an astronaut weighs not as much on the moon as on Earth, but their mass remains the same. "
STDT 8671," Because, the Earth has gravity, the Moon doesn't. "
STDT 8673, This is due to the fact that the moon's mass is less than Earth's and because of that the moon has less of a gravitational pull on us. 
STDT 8675," The astronaut's weight would be different on the moon than on earth because the moon has a weaker gravitationally pull. Weight is just the amount of how much gravity is pulling down on an object, so if the moon's gravitationally pull is less than on earth than the astronaut would weigh less than on the moon.  "
STDT 8677, The astronauts weight is different on the moon because the moon has less gravity than earth 
STDT 8686,"           An astronaut has a greater weight on Earth than in space because of gravity. Gravity is the force on a person or object that is caused by gravity and mass. Because of this, weight increases when there is more gravity. When there is less gravity, the weight decreases. Since there is no gravity in space, the astronaut is lighter in space than when he or she is on Earth. "
STDT 8689, An astronauts weight is different on the moon because weight is a measure of force so you need to have an object that has mass and gravity 
STDT 8690, there's not as much gravity in space.
STDT 8691,The weight of the astronaut changes on the moon because gravity on the moon is not the same as on earth. Weight depends on gravity. The mass of the astronaut stayed the same because mass depends on matter. Matter is what you are made up of. 
STDT 8692, because weight depends upon gravity and mass but gravity on earth differs from gravity on moon 
STDT 8697, A astronauts weight is different on the moon because the moon has lesser gravity then earth 
STDT 8699," In my own words, I say the mass has nothing to do with it. I think that is the amount of gravity that the earth has, since the earth is bigger than the moon, so the gravitational force is different.  "
STDT 8700, The reason why astronaut's weight is different on the moon than it is on Earth is because the weight of the astronaut increase in location with more gravity like the Earth. And decrease in places with less gravity like the moon.   
STDT 8702," Two factors of the gravitational force between two objects are distance and mass. Earth has a much larger mass than the moon, thus it has a stronger gravitational pull over other objects. Weight is the force on an object based on mass andgravity, so the stronger the force, the greater the weight. As a result of the weaker gravitational force objects experience on the moon, an astronaut would weigh less on the moon, where gravity is weak, than on earth, where gravity is stronger. "
STDT 8704, On earth there is more gravitational force and on the moon there is less gravitational force. That means that the astronauts will be lighter on the moon then on earth. 
STDT 8707, An astronaut's weight changes on the moon because the mass of the moon is much less than the Earth mass.
STDT 8815," because, depending on where you are, your weight will change. The reason I came up with that answer is because of how much gravity there is at the place you are. "
STDT 8822, an astrounots weight is diffrent from earth because in earth you are heavier and in space you are lighter because on earth there is gravity and in space there is no gravity 
STDT 8825, A austronauts weight is diffrent because on earth there is gravity and gravity is when it pushes you down if we didnt have gravity we will be floating in the air right now but were not because of gravity and in space there is no gravity so thats why people float in space an there 
STDT 8827," Because the Earth has more mass than the Moon, the Earth has more gravity and the astronaut weighs more on earth than on the moon. "
STDT 8829, The astronaut's weight is different on Earth than on the moon due to gravity. 
STDT 8830, An astronaut's weight is different on Earth than on the Moon because on Earth we have gravity and the Moon doesn't. 
STDT 8831, The weight on the moon is different from earth because the gravitational force is weaker because the moon is smaller. 
STDT 8835, The astronauts weight is different on the Moon bc there is less of a gravitational attraction on the Moon the on Earth 
STDT 8838, there is not as much gravity on the moon as there is on earth meaning you are lighter on the moon than on the earth. 
STDT 8849, Because there is no Gravity on the moon as there is on earth and because of that while on earth the gravity pull you down and you'll have weight 
STDT 8850, An astronaut's weight is different on the moon because the gravitational pull is different.  Weight is a measure of force of an object's mass and gravity.   
STDT 8852,  The reason why an astronaut's weight is different on the moon than on earth is because weight is a measure of force. You must have gravity and mass to keep your weight.  
STDT 8858, On the moon a astronaut's would weigh on like 29 pounds but on earth a astronaut's would maybe weigh 175 pounds. 
STDT 8862, The body weight on Earth is greater than the weight on the moon because of gravity.  Our body weight is more on Earth than on the moon because the force of gravity is higher on Earth. 
STDT 8863, da moon has less gravity than earth. 
STDT 8870," Because Earths Gravity is stronger than The Moons Gravity ; therefore the astronauts weight is (Examples) is 134 on Earth, but on the astronauts weight is 30 on the moon . That also means that gravitational pull between the Earth and Moon is different, that also means that the volume of astronauts is greater on Earth than on the moon. "
STDT 8877, The astronauts weight is different on the moon then on earth because there is no gravity on the moon so u weigh like nothing but when you are on earth u weigh a lot more  
STDT 8885," Astronauts' weight is different on the moon than it is on the earth because the earth has greater gravitational forces than the moon does. Therefore, making astronauts able to float and move more lightly.   "
STDT 8887, Because earth has more gravity  
STDT 8890, Because there is zero gravity in space but there is gravity on earth. 
STDT 8892," Since the Moons mass is smaller than Earths mass, there is less gravitational pull between the astronaut and the Moon, on Earth there is a stronger gravitational pull because Earths mass is larger than the Moons mass. "
STDT 8896, Our weight is less on the moon than on the Earth because the strength of gravity on the moon is different.  It's determined by the mass and size of the moon. 
STDT 8904, bcuase the moon has less gravity then earth that is why you can jump higher on the moon 
STDT 8907, Astronaut's weight if different on the moon than on earth because the gravitational pull decreased when being in space.  
STDT 8909, The reason why astronauts are lighter on the moon is because the gravitational pull on the moon is low 
STDT 8910, The reason an astronaut weighs more on Earth than he does on the moon is because the moon has less gravity than Earth. 
STDT 8911," There is more gravity on earth than there is on the moon, so the astronaut would weigh more on the earth. "
STDT 8913, The gravity on the moon is less than the gravity on earth. Which means someone who weighs 175 on earth will weigh 29 on the moon but the mass of the person will stay the same at 79KG 
STDT 8916, Because the moon's gravity is lower so your weight would decrease.  
STDT 8924," Astronauts' weight is different on the moon than it is on Earth because weight depends on both mass and gravity. There is no gravity on the moon, so astronauts would weigh less on the moon than Earth.  "
STDT 8930, Less gravity so nothing is pulling you so you are lighter because the moon has a smaller mass than the earth. Ex. You can not pick up a car on earth but you can on the moon. 
STDT 8934, there is less gravity in space there for causing  him or her to wight less. 
STDT 8935," because there's no gravity on the moon but there is on earth, so it causes astronauts to float and jump high. "
STDT 8936," They would weight the same but there is less gravity on the moon. On earth, the gravitational force is stronger than on the moon "
STDT 8945, Astronaut weighs more on Earth because Earth has more mass than the moon. The gravitational force is more on Earth because Earth has a lot more mass which makes the gravitational force stronger. The moon has less mass so the gravitational force is less making us weigh less.  
STDT 8948, The reason an astronaut's weight is different on the moon than it is on earth is because the moon's gravity is weaker than earths. 
